Year,Mo,Da,Ho,Mi,Se,Lat,Lon,Depth,Mw
1980,11,23,20,55,29,40.6333,15.1167,0,4.47
1980,4,8,9,55,25,36.9833,13.2167,0,4.34
1971,3,2,18,55,0,42.75,12.1333,0,4.3
1971,8,26,11,55,54,44.5167,9.4167,0,4.16
1962,9,11,14,55,57,41.0333,15.0333,0,4.14
1964,8,2,8,55,47,42.8,12.4,0,4.14
1999,12,31,4,55,54.59,46.6097,10.3142,0,4.11
1965,6,8,21,55,56,43.5,11.1,0,4.07
1961,6,8,0,55,16,41.3333,14.0167,0,3.74
1993,4,5,22,55,31.41,40.6662,15.8157,0,3.72
2000,6,11,22,55,30.22,43.2243,12.5865,0,3.66
1976,4,3,4,55,38,38.7167,16.9167,0,3.64
1984,3,11,11,55,32.02,45.7265,15.4087,0,3.61
1975,11,13,19,55,41,44.1,7.6333,0,3.54
1969,10,12,18,54,34,39.8333,15.1333,309,4.07
1980,11,2,14,54,59,39.0905,15.082,293,3.88
2014,8,4,5,54,0.83,38.6913,15.7302,175.6,4.08
2019,1,6,2,54,8.47,38.7098,15.6907,103.9,3.7
1989,6,18,5,54,59.27,44.2852,15.276,64.2,3.8
2003,4,13,22,54,12.1,43.869,12.388,51.2,3.77
1970,9,7,12,54,13,44.03,15.86,46,4.07
1978,11,16,9,54,47,42.447,12.948,41,4.43
2016,7,5,5,54,37.73,37.4973,17.0553,40.7,4.07
1979,12,23,13,54,31,44.45,11.1167,35,3.6
1971,2,12,4,54,56,43.15,12.55,33,4.46
1970,8,6,13,54,50,46.7,10.2,33,3.71
1979,3,22,15,54,22,44.3,10.0667,31,4.01
1969,2,15,8,54,39,44.0833,11.2833,30,4.72
1991,8,20,23,54,35.59,37.8978,15.0032,26.3,3.63
1999,12,27,4,54,30.78,38.4262,14.2605,25.8,3.86
1978,3,28,3,54,40,42.7167,12.6667,23,4.15
2019,11,26,2,54,11.28,41.3998,19.5207,22.1,6.42
1967,8,4,14,54,32,42.81,17.62,22,4.57
1975,1,11,15,54,21,45.5,10.7,22,4.37
1991,8,20,23,54,2.09,37.8958,15.0077,21,4.49
2007,7,18,10,54,13.31,43.769,15.376,20,4.29
1993,9,4,19,54,4.84,43.9592,11.8318,18.2,3.55
2001,12,20,1,54,9.07,41.9008,12.9722,17.4,3.96
2010,8,16,12,54,47.05,38.41,14.919,16.9,4.68
2020,12,31,21,54,39.46,37.6685,14.9723,16.9,3.95
1986,3,26,8,54,0.14,41.8387,15.2973,16.6,3.65
1976,4,2,11,54,38,45.1667,10.35,16,4.01
1967,10,21,16,54,56,43.1,16.9,16,3.97
1999,5,2,4,54,19.3,39.9592,15.888,16,3.56
1987,6,6,22,54,52.76,37.7007,14.1958,15.7,4.21
2014,2,17,4,54,58.29,41.7243,13.8413,14.8,3.59
1991,9,20,19,54,34.95,37.5843,14.8448,14.7,3.84
1976,9,13,18,54,45,46.2833,13.2,14,4.37
1995,12,28,2,54,27.35,44.1295,12.1052,13.5,4
1994,8,2,13,54,43.31,38.6012,13.4625,13.4,3.91
1976,4,14,11,54,28,44.3,7.55,13,3.53
2000,10,24,22,54,8.14,41.8367,13.7608,12.8,3.86
2002,4,5,14,54,15.23,39.2328,16.668,11.9,4.38
1993,7,17,7,54,44.36,44.2265,8.237,10.9,3.65
1991,11,20,1,54,18.87,46.7623,9.3875,10.8,5.36
2021,11,19,18,54,59.02,39.1103,16.454,10.4,3.75
2019,4,5,2,54,25.38,38.6425,14.1875,10.2,3.54
2012,1,24,23,54,46.03,45.528,10.985,10.1,4.04
1989,9,13,21,54,35.3,44.8562,8.6735,10,4.55
1989,11,17,0,54,19.77,47.4918,11.6322,10,4.37
2013,12,29,6,54,58.89,43.0538,17.2092,10,4.24
1989,7,3,14,54,7.02,40.599,12.9283,10,4.22
1991,12,14,9,54,55.7,37.6578,15.1312,10,3.95
2021,1,24,15,54,50.91,45.4385,16.3022,10,3.95
1996,3,30,0,54,32.58,43.7573,15.1395,10,3.92
2003,4,15,3,54,23.2,43.135,15.386,10,3.68
1984,5,21,16,54,43,43.4988,12.944,10,3.65
1984,5,21,9,54,9.01,40.3338,18.1122,10,3.55
1983,3,20,22,54,2.65,38.4475,13.36,10,3.54
1992,11,27,18,54,47.85,38.896,15.3203,10,3.54
2019,10,15,11,54,52.51,39.2125,17.1465,9.5,4.11
2021,10,18,12,54,17.8,42.9288,13.1123,9,3.85
2009,6,21,10,54,37.37,44.232,15.419,8.7,3.88
1993,9,2,8,54,8.44,39.7078,16.3432,8.6,3.68
2016,12,11,12,54,52.97,42.9048,13.1175,8.5,4.21
2016,12,17,23,54,11.86,42.926,13.1607,8.3,3.51
2016,12,14,3,54,0.24,42.6413,13.3227,8.1,3.85
1972,6,16,16,54,9,43.7,13.5,8,3.64
1976,5,7,15,54,38,46.3333,13.15,8,3.51
1963,10,31,11,54,30,46.25,13.5,8,3.5
2021,1,16,23,54,55.53,46.4007,12.9778,7.4,3.52
2021,4,6,8,54,19.57,45.1562,16.2037,6.2,4.46
1998,5,22,11,54,46.16,37.5525,15.0358,6,3.58
2002,9,9,1,54,31.31,38.3577,13.6625,5.9,3.86
1980,12,3,23,54,22,40.65,15.75,5,4.83
1978,8,5,18,54,6,42.7167,12.65,5,3.84
1976,9,15,10,54,19,46.65,12.55,5,3.64
1979,1,29,10,54,27,41.7,10.3833,5,3.64
1995,10,10,6,54,21.72,44.1097,9.9978,4.8,4.82
1997,10,14,7,54,5.72,43.0792,12.7852,4.6,3.56
1987,7,5,23,54,17.16,43.193,13.8387,4.4,4.22
1989,7,9,3,54,37.25,43.6707,12.2093,4.2,4.02
2020,12,19,21,54,53.2,40.8313,14.1418,2.3,3.56
2013,5,15,14,54,54,41.43,19.57,2,3.74
2000,6,27,7,54,39.04,41.8025,12.9233,1.8,4.28
1981,5,1,18,54,19.29,41.762,12.5127,1.5,3.65
1997,9,26,2,54,22.3,43.0253,12.8738,0.1,3.66
1968,1,16,0,54,0,37.7,13.3,0,4.85
1968,1,15,10,54,55,37.8,13,0,4.54
1977,5,12,17,54,47,38.4333,14.7833,0,4.34
1972,2,29,20,54,21,42,15,0,4.32
1997,9,26,14,54,26.98,43.0133,12.917,0,4.31
1982,10,17,4,54,33.35,43.1122,12.5595,0,4.25
1977,5,12,19,54,46,38.2667,14.6,0,4.14
1985,11,24,6,54,2.79,43.7355,12.0078,0,4.1
1985,9,19,4,54,24.52,39.6418,18.7677,0,3.99
1962,8,19,0,54,0,42.7333,11.9833,0,3.8
1964,7,23,3,54,48,45.9,10.2,0,3.8
1982,6,5,17,54,10.42,45.667,14.8098,0,3.75
1963,7,20,3,54,37,43.4,8.2,0,3.74
1966,6,27,7,54,0,43.2,13.7,0,3.7
1965,10,19,6,54,47,44.35,10.8833,0,3.64
2002,10,31,15,54,8.97,41.6965,14.9783,0,3.56
1972,2,13,8,54,25,43.6333,13.4167,0,3.54
1972,12,2,21,54,0,42.3333,12.5833,0,3.54
1996,7,17,0,54,13.44,47.0378,11.5268,0,3.53
1974,1,10,11,53,33,38.8605,14.8339,337,4.07
1978,8,13,16,53,46,38.6667,15.9167,115,4.34
2012,1,27,14,53,12.74,44.523,10.009,72.4,5.06
1967,5,12,17,53,25,44.7667,10.3667,39,4.26
1979,12,9,14,53,32,37.8167,11.55,39,4.14
2021,10,29,10,53,10.11,43.7668,12.8785,36.1,4.21
1978,12,25,22,53,41,44.9167,11.1167,33,4.11
1980,11,25,21,53,37,41.0333,15.4167,32,4.12
2001,9,14,18,53,37.03,37.5488,15.9915,29.8,4.16
1991,8,20,23,53,47.01,37.918,14.9463,29.5,3.63
1980,11,23,21,53,10,40.8833,15.05,28,4.17
1978,10,30,4,53,37,38.4167,14.6167,25,4.04
2020,4,19,9,53,40.82,45.0328,9.2108,25,3.84
1979,11,17,20,53,16,45.7167,9.95,23,4.32
2019,11,30,20,53,53.12,41.5075,19.4788,22.7,4.09
1980,12,29,22,53,34,40.6333,15.4333,22,4.21
2015,7,8,2,53,19.34,42.0913,15.5213,21.7,3.82
2000,8,31,3,53,11.4,42.0862,15.6528,21.6,3.86
1980,6,12,23,53,0,38.4667,14.2333,21,4.24
1999,5,23,11,53,57.03,37.936,14.9378,20.2,3.78
2000,9,16,18,53,4.29,47.8025,12.9568,20.2,3.68
1999,4,26,2,53,46.94,45.9528,11.2298,19.9,3.78
2017,4,8,13,53,4.031,41.7542,19.9353,19.8,4.93
2018,2,3,12,53,11.689,43.3178,16.853,19.7,4.28
1976,5,9,0,53,43,46.2667,13.3833,19,5.08
1979,4,3,20,53,26,40.1167,15.6,19,3.64
2001,5,19,13,53,48.44,37.931,17.5503,16.8,5.36
1976,9,12,19,53,27,46.2667,13.2167,16,4.36
1997,12,24,17,53,10.12,44.1682,10.4877,16,4.33
1976,5,30,4,53,9,39.4333,16.85,15,4.24
1979,9,3,22,53,32,42.75,13.0167,15,3.78
1995,8,8,7,53,44.72,39.6997,16.5172,14.2,4.48
1979,1,25,23,53,1,42.8167,13.15,14,4.48
1969,5,1,22,53,40,43.7,11.2,14,3.7
1985,7,10,13,53,29.3,44.5508,9.6725,12.9,3.54
1991,9,25,14,53,44.71,37.9737,16.0265,11.9,3.8
2020,11,10,12,53,22.89,46.9295,9.119,11.1,3.71
1967,4,12,21,53,22,43.5167,7.9833,11,3.64
1997,1,26,19,53,58.36,37.6282,15.1137,10.8,3.58
2018,4,25,14,53,15.82,38.2523,15.2278,10.8,3.51
2020,11,22,3,53,10.231,36.7506,6.7175,10.4,5.16
2020,9,24,5,53,38.17,38.1418,15.1687,10.4,3.6
1999,8,30,20,53,25.49,40.3087,13.4948,10.3,3.56
2016,10,25,16,53,0.97,43.6063,11.0007,10.2,4.08
1993,12,24,21,53,19.9,40.18,19.78,10,4.84
2009,9,17,22,53,0.1,39.95,19.96,10,4.45
1979,12,15,19,53,58,42.7833,12.9,10,3.98
2003,4,29,14,53,23.5,43.138,15.375,10,3.98
1986,1,13,7,53,34.98,42.7285,15.4618,10,3.97
2005,8,12,18,53,19.78,40.029,19.789,10,3.92
1984,5,14,19,53,6.1,41.6655,13.9082,10,3.6
2009,4,15,22,53,7.56,42.515,13.33,9.8,4.12
2010,6,30,11,53,44.49,45.37,6.532,9.7,3.72
1998,11,7,22,53,4.6,37.9765,14.3342,9.1,3.66
2001,12,13,1,53,41,35.085,7.47,9,4.05
2016,9,1,3,53,4,42.6207,13.3122,8.9,3.77
2016,11,2,15,53,2.83,43.0283,13.0542,8.5,3.52
2017,1,19,1,53,7.41,42.597,13.3053,8,3.57
2016,11,28,7,53,28.73,43.0117,13.0688,7.9,3.73
2011,7,12,6,53,22.47,43.927,11.855,7.6,4.3
2018,2,25,15,53,4.86,46.3812,12.5987,7,3.74
1998,5,6,2,53,0.6,46.2223,13.5628,6.8,4.3
1997,9,26,9,53,44.81,42.9568,12.7562,6.8,3.76
1997,9,26,1,53,54.75,42.9888,12.8972,6.5,3.66
1987,3,23,7,53,34.24,40.5782,15.63,6.3,3.54
2003,5,2,3,53,7,41.65,14.795,6,3.98
1986,10,1,19,53,39.71,44.2772,10.1257,5,4.47
1979,2,4,12,53,17,41.3833,13.9333,5,3.64
1993,3,25,20,53,25.22,42.4015,12.7812,4.7,3.55
1988,4,26,0,53,45.43,42.2107,16.6572,3,5.36
1998,6,5,21,53,12.34,43.1845,12.7935,2.2,4.16
2011,10,24,7,53,49,43.42,17.4,2,3.58
1997,10,7,4,53,18.11,43.0823,12.8462,1.9,3.66
1989,9,13,21,53,59.87,45.8233,11.2375,1.5,4.85
1997,10,15,22,53,10.54,42.924,12.9182,1,4.36
1979,9,23,11,53,44,42.7167,13.1167,1,3.62
1971,2,3,4,53,35,38.7,14.1,0,4.57
1974,1,21,3,53,21,37.6,15.3,0,4.24
1971,12,8,4,53,41,45.0833,11.3,0,4.14
1974,4,29,0,53,59,37.9,15.2667,0,3.84
1960,1,8,6,53,24,46.35,12.6667,0,3.8
2001,7,14,5,53,19.7,37.6773,14.927,0,3.68
1995,12,28,2,53,0.06,43.0677,13.4348,0,3.64
1971,1,17,12,53,19,44.3667,10.8167,0,3.54
1972,2,4,19,53,59,43.7,13.4,0,3.54
2021,7,23,22,52,25.37,39.4237,15.5832,277.1,4.02
2015,2,6,8,52,27.3,38.6963,15.1562,255.8,4.82
2019,1,25,15,52,7.52,38.6288,15.4303,215.7,3.91
1980,5,20,9,52,21,44.4333,11.9,55,3.53
1965,3,11,21,52,37,45.5,10.7,40,3.64
1976,5,24,17,52,22,45.6667,11.8333,39,4.2
1979,6,4,2,52,29,44.7333,8.45,39,3.64
2014,3,8,20,52,50.84,37.9222,14.8622,36.7,3.94
1999,9,25,0,52,13.81,38.6685,16.3427,32,3.66
1978,6,3,13,52,7,38.2667,15.0333,30,4.14
1980,11,23,22,52,59,40.9167,15.2667,30,3.81
2001,5,19,15,52,16.89,37.7362,14.8768,29.9,3.58
2015,8,3,13,52,37.35,37.4095,16.1417,29.2,3.76
2002,11,13,2,52,11.82,41.6907,14.821,28.7,3.86
1999,8,30,20,52,44.74,37.532,14.6383,28.6,4.86
2020,3,17,0,52,55.14,39.04,16.0138,23.4,4.05
2000,5,10,16,52,11.6,44.2437,11.9325,23.1,4.82
1980,11,23,18,52,3,40.7333,15.3,22,4.75
1971,3,2,18,52,12,42.7,12.0833,22,4.26
2020,4,3,3,52,4.07,39.0765,17.2222,21.9,4.15
2020,10,26,3,52,21.61,38.7752,13.9377,21.7,3.52
2016,8,9,19,52,53.67,41.7832,14.8805,21.4,3.71
1998,6,20,2,52,3.39,38.484,12.7372,21.4,3.66
2000,10,24,7,52,23.7,43.0023,13.251,20.8,4.11
1982,3,16,13,52,25.21,46.1905,16.2303,20.4,4.68
2016,11,30,5,52,55.86,44.7775,10.6498,20.4,3.72
1960,3,16,1,52,48,42.6333,13.1667,20,4.3
2002,12,2,20,52,59.44,41.6847,14.8508,19.9,3.96
2001,5,4,19,52,41.13,36.996,19.9555,19.8,3.58
1976,9,19,14,52,19,45.5333,14.3167,19,3.66
1980,9,8,19,52,38,38.85,13.9833,19,3.64
1988,6,22,1,52,33.32,40.7648,16.6223,18.5,3.73
2017,12,13,11,52,16.92,36.5063,14.6577,17.6,3.55
2000,8,10,7,52,13.08,43.2852,12.7273,15.6,3.58
2019,11,28,10,52,41.88,41.4478,19.3925,14.4,4.75
1994,2,5,0,52,11.3,45.068,7.3513,14.4,3.57
1979,8,3,22,52,30,37.8833,14.7,13,3.64
2017,4,9,1,52,28.03,42.471,13.2737,11.2,3.59
2017,1,18,14,52,26.83,42.5327,13.2673,11.1,3.56
2009,4,9,0,52,59.69,42.489,13.351,11,5.39
1976,10,24,6,52,5,39.5833,18.9167,11,3.64
2016,8,17,10,52,5.2,36.0793,14.8702,11,3.59
2016,11,16,11,52,22.93,42.8025,13.1235,10.7,3.98
2009,2,1,14,52,0.64,43.985,8.675,10.6,3.99
2016,10,30,23,52,29.62,42.7768,13.1083,10.6,3.52
2015,11,1,7,52,34.318,45.878,15.5725,10.1,4.39
1999,1,9,13,52,22.34,39.986,15.9735,10.1,3.68
1989,1,3,16,52,19,35.5,11.66,10,5.09
2002,4,5,4,52,23.5,38.48,14.74,10,4.49
2004,12,12,11,52,32.6,40.83,10.16,10,4.06
2014,6,19,13,52,19.9,43.93,17.16,10,3.97
2008,5,8,19,52,29.11,36.014,12.938,10,3.73
2004,12,12,11,52,14.5,40.861,10.142,10,3.68
2003,3,30,3,52,38.1,43.281,15.541,10,3.62
2017,1,5,19,52,59.31,42.4313,13.272,9.9,3.51
2016,10,30,20,52,16.42,42.9395,13.1317,9.3,3.54
2021,11,28,2,52,33.01,38.6947,14.1498,9,4.36
2016,11,29,1,52,59.6,42.8122,12.7623,8.9,3.61
1999,6,2,11,52,53.28,38.6685,14.0335,8.4,3.86
2016,8,31,11,52,31.28,42.853,13.2213,8.3,3.6
2016,10,26,23,52,30.19,42.8428,13.1647,8.3,3.6
1989,10,31,7,52,57.89,37.7143,15.3172,8.1,4.11
2000,3,17,3,52,44.05,37.9535,15.951,8,4.16
2013,5,8,0,52,16.92,43.4505,12.3025,7.7,3.8
1989,2,12,3,52,2.72,44.2627,6.4663,7.3,3.82
2007,8,12,1,52,12.26,42.775,13.018,7.3,3.5
2014,6,14,8,52,9.07,42.669,12.5485,7.2,3.71
1997,4,4,5,52,36.39,41.3822,14.6492,7.2,3.56
1995,3,19,1,52,37.28,40.7797,15.1192,7.1,3.71
2019,8,17,16,52,19.5,43.9288,11.825,6.4,3.72
1979,11,12,23,52,48,42.8333,13.0167,6,3.64
2015,11,21,11,52,37.66,46.4355,12.739,5.5,3.59
2014,1,7,15,52,0.14,43.371,12.5098,5.5,3.56
1997,10,14,15,52,52.87,42.9248,12.8878,5.4,3.66
1979,4,15,17,52,53,42.25,18.5,5,4.52
2003,2,19,5,52,31.6,41.657,14.754,5,3.88
1998,4,5,15,52,21.01,43.1897,12.7673,4.4,4.78
1985,6,18,4,52,55.73,45.8135,10.9757,4.4,3.61
1976,9,26,14,52,19,46.2833,13.2167,4,3.54
1997,9,27,5,52,57.82,43.0332,12.9388,3.3,3.56
1997,10,16,4,52,55.7,42.9397,12.9097,2.8,4.05
1982,4,2,3,52,14,37.6027,12.9698,2.3,3.6
2010,1,16,5,52,27,42.63,18.94,2,3.89
1979,9,19,21,52,51,42.7167,13.05,1,4.44
1979,9,21,0,52,44,42.7333,13.0333,1,4.18
1997,10,12,21,52,35.23,42.8883,12.8993,0.3,4.26
1991,12,15,5,52,19.85,39.1633,16.0738,0.1,4.26
1983,7,31,20,52,56.2,46.6557,10.4122,0.1,3.98
1990,3,16,9,52,5.43,37.6495,15.0455,0.1,3.91
1995,5,29,6,52,27.5,38.1332,12.1453,0,4.78
1979,7,4,6,52,39,44.0333,16.6833,0,4.74
1974,11,23,7,52,29,39.9,18.9,0,4.46
1964,5,28,20,52,2,46.7167,9.2333,0,4.34
1964,2,9,5,52,24,41.05,14.3,0,4.24
1965,11,11,11,52,27,46.3,7.4,0,4.14
1982,3,15,17,52,45.5,41.7823,13.6655,0,3.95
1962,9,30,16,52,11,42.45,12.7667,0,3.94
1968,4,1,0,52,43,37.75,13.0167,0,3.94
1961,11,3,13,52,0,42.4167,13.0833,0,3.8
1997,9,26,13,52,53.73,43.0262,12.8673,0,3.76
1973,7,14,15,52,27,44.1,10.9,0,3.74
1990,7,12,14,52,35.99,46.2217,12.5447,0,3.73
1960,4,30,0,52,6,44,11.5,0,3.7
1978,11,7,16,52,5,42.6489,13.0983,0,3.66
1971,1,1,20,52,13,44.2333,8.2833,0,3.64
1979,11,9,19,52,19,43.4833,16.9167,0,3.64
2001,1,13,16,52,21.14,38.1762,12.4867,0,3.56
1976,10,19,22,52,47,46.4167,12.8833,0,3.54
1980,6,15,10,52,33,41.7667,13.7167,0,3.5
1991,3,30,6,51,54.48,37.8543,18.6343,111.6,3.62
1980,5,28,19,51,20,38.4838,14.2709,66,5.66
2013,4,22,3,51,26.12,43.9922,12.1285,51.8,3.73
2015,6,26,8,51,11.52,36.0683,12.6435,39.1,4
2017,10,15,9,51,48.17,36.9525,16.4002,36.6,3.55
1970,9,2,8,51,11,44,11.8,33,4.34
1977,6,24,5,51,48,44.5,7.3833,31,3.64
1993,6,1,19,51,10.9,46.17,16.47,30,4.68
2013,6,19,10,51,6.77,44.4193,10.7138,28.5,3.7
2002,9,9,1,51,35.78,38.4037,13.6762,27.5,3.86
2000,9,12,10,51,34.02,44.584,10.8362,25.6,3.66
1995,10,5,23,51,50.1,41.7798,15.8598,23.7,3.89
2000,5,9,17,51,21.02,44.2355,11.9195,23.3,4.22
1978,5,11,2,51,56,38.25,15.05,23,3.64
1980,11,6,17,51,38,37.65,15.1333,22,4.04
2003,6,12,18,51,26.6,37.588,16.441,21.6,3.58
1978,5,10,18,51,14,38.1667,14.9667,21,4.14
1978,10,5,17,51,41,43.7667,13.2667,21,3.74
2016,2,14,14,51,31.769,43.0022,17.45,19.8,4.14
2017,1,30,9,51,7.7,37.6738,14.9887,18.8,3.67
1980,6,5,4,51,8,38.45,14.2667,18,4.24
1978,4,16,1,51,20,38.2667,14.7667,17,3.64
1979,12,15,7,51,30,42.8167,13.0167,16,3.52
1999,4,5,7,51,58.33,40.757,15.3245,14.4,4.06
1980,11,30,1,51,48,40.5667,15.7833,14,4.55
1997,6,19,3,51,41.74,36.808,18.4125,12.2,3.58
2001,8,30,13,51,39.81,36.375,15.3102,12.1,4.08
1979,6,13,6,51,23,42.0833,18.85,12,4.09
2009,10,8,0,51,51.17,41.74,13.696,10.7,3.65
2016,10,30,6,51,55.31,42.7832,13.1297,10.1,3.74
1979,6,4,2,51,41,42.0333,18.8,10,5.01
2006,9,26,23,51,6.28,42.293,19.9,10,4.85
2009,3,7,18,51,20.14,41.177,19.495,10,4.2
1983,10,10,3,51,35.67,39.0637,12.3068,10,4.1
2003,2,4,11,51,15.3,43.186,16.167,10,4.07
1995,1,26,14,51,40.48,37.5288,9.9817,10,4.06
1994,9,25,3,51,56.92,42.9582,7.6817,10,3.96
2003,3,31,19,51,16.2,43.088,15.471,10,3.62
2003,4,26,11,51,52.8,43.305,15.695,10,3.62
2015,1,23,6,51,20.34,44.1275,11.1207,9.6,4.46
2017,1,18,10,51,16.05,42.488,13.2747,9.3,3.6
2016,10,30,6,51,14.27,42.8933,13.0772,9.1,3.85
1976,9,26,1,51,50,46.3,13.05,9,3.74
2015,3,3,23,51,54.38,43.5942,11.1642,9,3.64
2012,5,26,5,51,16.5,44.8413,11.2263,8.9,3.51
2012,10,18,2,51,57.18,39.8882,16.0258,8.7,3.59
2016,3,4,15,51,19.24,43.4117,11.17,8.4,3.64
2014,12,21,15,51,28.87,43.5435,12.1383,8.3,3.82
2016,8,25,4,51,40.16,42.6323,13.3263,8.2,3.95
2016,10,30,9,51,4.23,42.8467,13.1357,8,3.7
1993,1,17,10,51,23.39,43.6142,12.21,7.9,4.31
2009,11,8,6,51,16.41,37.847,14.557,7.6,4.52
2001,1,9,2,51,59.63,37.6878,15.1328,7.6,4.06
1970,10,6,6,51,48,41.4,14,7,3.54
1997,9,28,3,51,33.05,43.0498,12.8642,6.9,3.96
2016,8,24,2,51,26.34,42.7747,13.225,6.3,3.79
2012,5,20,14,51,28.87,44.8645,11.2937,6.2,3.94
2012,5,23,6,51,52.76,44.8533,11.189,6.2,3.83
1999,4,25,9,51,26.57,46.2512,12.6302,6,3.68
1976,7,5,9,51,43,46.3167,13.1833,6,3.64
2001,10,1,23,51,34.03,39.8213,17.1807,6,3.58
1979,8,5,22,51,38,37.7,14.9833,5,3.64
2009,12,12,18,51,20.95,43.714,13.237,4.6,3.56
1990,6,20,6,51,39.92,41.966,15.5217,4.1,3.62
1998,4,25,22,51,47.68,38.6073,12.7327,3.5,3.98
1989,11,19,8,51,39.89,37.835,14.1987,3.2,3.62
1970,10,2,22,51,16,43.5667,7.5833,3,3.64
1989,10,20,19,51,15.41,41.9647,14.0523,2.6,3.57
1993,8,6,7,51,47.61,43.2913,10.944,2.4,3.94
1997,10,15,11,51,46.33,42.9322,12.9187,2.3,4.26
1976,5,23,0,51,10,46.2167,13.2,1,3.64
1997,10,19,4,51,26,42.951,12.898,0.5,3.76
1992,5,8,7,51,24.09,47.1728,9.5373,0.1,3.9
1997,8,11,20,51,9.47,38.564,16.2262,0.1,3.58
1987,4,8,20,51,37.5,43.1248,12.8095,0.1,3.53
2002,4,5,4,51,41.87,39.1655,15.4797,0,4.56
1962,8,30,17,51,0,42.7167,13,0,4.44
1974,1,24,0,51,33,37.75,15,0,4.34
1970,2,9,8,51,11,44,11.85,0,4.16
1960,2,24,1,51,0,43.1667,12.9333,0,4
1981,6,19,16,51,28.52,38.3077,16.4995,0,4
1963,7,27,5,51,51,43.3,8.2,0,3.94
1966,10,4,4,51,51,40.6,15.7,0,3.84
1963,9,27,23,51,0,44.65,6.6167,0,3.8
1968,1,15,18,51,12,37.8,13,0,3.64
1971,1,1,19,51,56,44.2833,8.1833,0,3.64
1996,10,15,12,51,49.02,44.8482,10.6865,0,3.61
1980,5,16,6,51,3,42.6667,13.0667,0,3.56
1974,6,11,18,51,51,44.05,10.75,0,3.54
1975,6,9,8,51,33,44.7667,9.1667,0,3.54
1975,9,30,7,50,30,39.2833,15.1667,339,3.84
2011,5,19,14,50,51.56,39.065,15.13,297.9,4.75
1980,12,9,5,50,11,38.7333,16.1667,68,4.67
2018,7,14,2,50,55.12,38.6983,15.7642,56.9,4.36
1974,5,6,7,50,22,46.3,13.4,54,3.8
2006,9,1,21,50,41.13,40.047,19.871,50,4.58
2006,11,3,10,50,55.68,36.366,19.391,43.5,4.75
2009,9,20,3,50,17.32,43.399,13.418,37.8,4.65
2012,3,13,6,50,2.45,37.69,14.035,36.1,3.83
1979,6,1,15,50,39,43.0333,12.9333,35,4.03
2012,3,10,7,50,21.03,43.989,11.802,31.9,3.51
2021,6,5,10,50,23,39.4363,16.6792,29.6,3.54
1997,3,15,23,50,36.56,40.1788,17.9973,27.6,3.58
2018,6,13,1,50,58,40.26,19.79,26,4.26
1997,10,2,4,50,13.77,38.3675,16.2435,25.1,4.18
1972,1,26,10,50,10,43.8667,13.1,21,4.07
2013,11,22,19,50,24.77,44.912,9.0493,20.5,3.85
1966,8,21,11,50,40,42.21,18.75,20,4.57
2015,1,10,23,50,2.37,36.405,12.7587,19.8,3.99
2017,3,9,3,50,20.71,39.0303,15.4542,19.2,3.55
1990,4,15,7,50,36.56,43.6418,7.7667,16.2,4.17
2013,1,4,7,50,6.08,37.8787,14.7195,15.1,4.37
1988,8,13,12,50,5.67,37.6705,14.9962,14.7,3.57
2001,8,30,12,50,8.01,36.4773,15.1173,13.3,3.58
1965,8,4,11,50,0,43.8333,11.95,13,4.57
1978,4,11,1,50,32,42.75,12.8333,12,3.56
1984,5,14,1,50,3.55,41.7345,13.9163,11.5,3.88
2020,7,17,2,50,57.16,46.3188,13.5748,11.4,4
1980,11,26,8,50,1,40.9167,15.5167,11,4.23
2016,10,30,10,50,37.36,42.7838,13.085,10.6,3.91
2016,10,30,6,50,43.71,42.8068,13.1952,10.5,3.74
1990,7,31,15,50,52.8,43.02,17.81,10,4.6
2003,9,20,11,50,49.9,36.79,7.24,10,4.47
2017,10,25,22,50,0,43.71,17.52,10,4.35
1989,8,22,14,50,4.73,38.0217,10.2978,10,4.06
1989,12,28,20,50,8.24,46.3767,15.5162,10,3.78
2013,4,4,4,50,48,43.03,18.8,10,3.63
1982,8,9,21,50,54.18,44.4415,12.4155,10,3.55
2018,11,6,18,50,17.85,42.2727,12.8383,9.9,3.52
2016,8,24,11,50,30.56,42.8197,13.1602,9.8,4.73
1984,12,5,10,50,3.82,42.5085,13.2722,9.8,3.79
2003,1,29,23,50,16.4,43.898,11.927,9.7,3.92
2016,10,27,7,50,29.98,42.8217,13.1402,9.7,3.61
2007,2,26,5,50,45.75,46.251,12.585,9.4,3.76
2008,7,10,12,50,19.63,38.962,16.24,8.8,3.56
2016,10,27,3,50,24.07,42.9847,13.1205,8.7,4.25
2012,5,20,12,50,24.81,44.8525,11.2985,8.5,4.03
2016,11,10,13,50,59.26,42.8832,13.1307,8.1,4.24
1996,8,15,1,50,14.73,37.7693,14.952,8.1,3.75
2018,12,21,17,50,45.2,43.5742,12.3357,8,3.62
2013,3,19,7,50,6.15,37.9762,14.5205,7.9,3.6
2016,8,27,2,50,59.31,42.8428,13.2377,7.8,4.25
2011,7,23,16,50,24.89,41.494,12.934,7.1,3.78
1977,7,27,7,50,17,46.5047,7.3016,7,3.63
2018,3,5,21,50,35.89,43.9293,11.9653,6.8,4.02
1990,12,16,13,50,27.62,37.2497,15.389,6.4,4.33
1995,5,22,12,50,31.15,45.5973,14.2337,6.3,4.48
